source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.9,3.5,146.0,SO
HARM-DK 2 km,2.1,7.4,144.0,SO
ICON 2.2 km,1.6,0.0,145.0,SO
ICON-CH 1 km,1.2,4.2,163.0,SSO
UKV 2 km,0.8,4.9,96.0,O
