source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.3,12.3,212.0,SSW
HARM-DK 2 km,0.2,6.7,152.0,SSO
ICON 2.2 km,5.6,0.0,216.0,SW
ICON-CH 1 km,7.5,13.7,192.0,SSW
UKV 2 km,3.8,8.0,228.0,SW
