source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,7.1,15.6,79.0,O
HARM-DK 2 km,9.8,18.7,39.0,NO
ICON 2.2 km,8.0,0.0,43.0,NO
ICON-CH 1 km,8.7,16.5,65.0,ONO
UKV 2 km,7.2,16.7,61.0,ONO
