source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.8,9.2,199.0,SSW
HARM-DK 2 km,2.8,3.8,26.0,NNO
ICON 2.2 km,3.8,0.0,247.0,WSW
ICON-CH 1 km,2.1,4.5,64.0,ONO
UKV 2 km,3.9,6.4,218.0,SW
