source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,4.6,10.7,227.0,SW
HARM-DK 2 km,6.0,11.4,236.0,SW
ICON 2.2 km,4.7,0.0,202.0,SSW
ICON-CH 1 km,5.9,10.8,224.0,SW
UKV 2 km,3.9,7.3,239.0,WSW
