source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,4.6,9.5,220.0,SW
HARM-DK 2 km,4.2,11.4,227.0,SW
ICON 2.2 km,3.5,0.0,219.0,SW
ICON-CH 1 km,3.0,6.6,220.0,SW
UKV 2 km,2.7,8.6,233.0,SW
