source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.9,6.3,197.0,SSW
HARM-DK 2 km,3.1,12.0,62.0,ONO
ICON 2.2 km,6.4,0.0,108.0,OSO
ICON-CH 1 km,5.6,11.8,67.0,ONO
UKV 2 km,4.8,13.3,76.0,ONO
