source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,6.8,16.7,224.0,SW
HARM-DK 2 km,8.4,17.3,34.0,NO
ICON 2.2 km,6.2,0.0,335.0,NNW
ICON-CH 1 km,10.5,19.2,334.0,NNW
UKV 2 km,5.6,10.9,23.0,NNO
