source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,0.7,5.3,99.0,O
HARM-DK 2 km,2.3,7.6,201.0,SSW
ICON 2.2 km,1.5,0.0,331.0,NNW
ICON-CH 1 km,0.7,2.7,246.0,WSW
UKV 2 km,1.7,3.2,206.0,SSW
