source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.6,5.1,109.0,OSO
HARM-DK 2 km,1.5,7.3,132.0,SO
ICON 2.2 km,2.6,0.0,114.0,OSO
ICON-CH 1 km,1.3,4.1,126.0,SO
UKV 2 km,1.2,5.5,67.0,ONO
