source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,4.3,9.2,222.0,SW
HARM-DK 2 km,4.3,9.1,226.0,SW
ICON 2.2 km,8.4,0.0,299.0,WNW
ICON-CH 1 km,7.1,13.5,289.0,WNW
UKV 2 km,2.7,6.2,232.0,SW
