source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,1.3,9.9,93.0,O
HARM-DK 2 km,5.4,13.3,40.0,NO
ICON 2.2 km,7.1,0.0,44.0,NO
ICON-CH 1 km,8.6,16.1,19.0,NNO
UKV 2 km,4.7,13.0,25.0,NNO
