source,wind_speed_kn,wind_gust_kn,wind_dir_deg,wind_dir_txt
AROME-FR 1.3 km,2.0,3.8,42.0,NO
HARM-DK 2 km,2.3,6.0,41.0,NO
ICON 2.2 km,2.0,0.0,47.0,NO
ICON-CH 1 km,2.9,6.5,71.0,ONO
UKV 2 km,3.3,7.2,59.0,ONO
